,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,decoder_avg,sindy_x_avg,reg_avg,sindy_z_avg,active_coeffs_avg
22,1101.0,0.007036144845187664,0.0015821498818695545,1.1298963727313094e-05,0.0,30,0.0034771000500768423,0.0012185284867882729,1.5691482985857874e-05,0.0,37,0.005256622447632253,0.0014003391843289137,1.3495223356585484e-05,0.0,33.5
23,1151.0,0.005896292626857758,0.0015418323455378413,1.152489312516991e-05,0.0,30,0.003097705077379942,0.0011695637367665768,1.5366929801530205e-05,0.0,35,0.00449699885211885,0.001355698041152209,1.3445911463350058e-05,0.0,32.5
24,1201.0,0.005041368305683136,0.001503065461292863,1.1756156709452625e-05,0.0,30,0.0028039179742336273,0.0011331122368574142,1.5087878637132235e-05,0.0,34,0.003922643139958382,0.0013180888490751386,1.342201767329243e-05,0.0,32.0
25,1251.0,0.00435077678412199,0.0014830525033175945,1.1974073458986823e-05,0.0,30,0.0025883298367261887,0.0010990315349772573,1.4870718587189913e-05,0.0,33,0.0034695533104240894,0.0012910420191474259,1.3422396023088368e-05,0.0,31.5
26,1301.0,0.00380001962184906,0.001473969779908657,1.2154559044574853e-05,0.0,30,0.0024012229405343533,0.0010673704091459513,1.470648294343846e-05,0.0,32,0.0031006212811917067,0.0012706700945273042,1.3430520994006656e-05,0.0,31.0
27,1351.0,0.003429715521633625,0.0014616420958191156,1.2301455171837006e-05,0.0,29,0.0022573955357074738,0.0010381729807704687,1.4576290595869068e-05,0.0,32,0.0028435555286705494,0.0012499075382947922,1.3438872883853037e-05,0.0,30.5
28,1401.0,0.003143294947221875,0.0014442384708672762,1.2441036233212799e-05,0.0,27,0.0021295729093253613,0.0010114144533872604,1.4472208931692876e-05,0.0,31,0.0026364339282736182,0.0012278264621272683,1.3456622582452837e-05,0.0,29.0
29,1451.0,0.0029532904736697674,0.0014187453780323267,1.2583023817569483e-05,0.0,27,0.002023901091888547,0.0009844230953603983,1.4379641470441129e-05,0.0,31,0.002488595782779157,0.0012015842366963625,1.3481332644005306e-05,0.0,29.0
30,1501.0,0.0028156517073512077,0.0013926196843385696,1.2694496035692282e-05,0.0,27,0.001947122858837247,0.0009537251899018884,1.4293118510977365e-05,0.0,31,0.0023813872830942273,0.001173172437120229,1.3493807273334824e-05,0.0,29.0
31,1551.0,0.0026879808865487576,0.0013674604706466198,1.2779742064594757e-05,0.0,27,0.0018585118232294917,0.0009257226483896375,1.4210351764631923e-05,0.0,31,0.0022732463548891246,0.0011465915595181286,1.349504691461334e-05,0.0,29.0
32,1601.0,0.0025871095713227987,0.0013388150837272406,1.2844227967434563e-05,0.0,27,0.0017822986701503396,0.0008977873367257416,1.4128027032711543e-05,0.0,31,0.002184704120736569,0.001118301210226491,1.3486127500073053e-05,0.0,29.0
33,1651.0,0.002595223719254136,0.0013093939051032066,1.2896563930553384e-05,0.0,27,0.0017442703247070312,0.0008634313708171248,1.4049581295694225e-05,0.0,30,0.0021697470219805837,0.0010864126379601657,1.3473072613123804e-05,0.0,28.5
34,1701.0,0.002420489676296711,0.0012808461906388402,1.293352306674933e-05,0.0,27,0.0016637183725833893,0.0008475133217871189,1.3976125046610832e-05,0.0,28,0.00204210402444005,0.0010641797562129796,1.3454824056680081e-05,0.0,27.5
35,1751.0,0.002443181350827217,0.00125297368504107,1.2964674169779755e-05,0.0,27,0.0016093027079477906,0.0008167170453816652,1.3927981854067184e-05,0.0,27,0.002026242029387504,0.0010348453652113676,1.344632801192347e-05,0.0,27.0
36,1801.0,0.00229138252325356,0.0012203106889501214,1.299292216572212e-05,0.0,27,0.00158674456179142,0.0007886612438596785,1.3888553439755924e-05,0.0,26,0.00193906354252249,0.0010044859664049,1.3440737802739022e-05,0.0,26.5
37,1851.0,0.0022462953347712755,0.0011867028661072254,1.3022151506447699e-05,0.0,27,0.0015021191211417317,0.000768534024246037,1.3865135770174675e-05,0.0,25,0.0018742072279565036,0.0009776184451766312,1.3443643638311187e-05,0.0,26.0
38,1901.0,0.002187266480177641,0.0011524271685630083,1.3059715456620324e-05,0.0,26,0.0014587889891117811,0.0007452625432051718,1.3865301298210397e-05,0.0,25,0.001823027734644711,0.0009488448558840901,1.3462508377415361e-05,0.0,25.5
39,1951.0,0.0021367634180933237,0.001119957072660327,1.3117904018145055e-05,0.0,25,0.0014000206720083952,0.0007230908959172666,1.3847251466359012e-05,0.0,25,0.0017683920450508595,0.0009215239842887968,1.3482577742252033e-05,0.0,25.0
40,2001.0,0.0021073240786790848,0.0010896952589973807,1.3193725862947758e-05,0.0,25,0.0013473043218255043,0.0007032187422737479,1.3839680832461454e-05,0.0,23,0.0017273142002522945,0.0008964570006355643,1.3516703347704606e-05,0.0,24.0
41,2051.0,0.002070086542516947,0.0010599307715892792,1.3285503882798366e-05,0.0,25,0.0013021347112953663,0.0006875632097944617,1.3847920854459517e-05,0.0,23,0.0016861106269061565,0.0008737469906918705,1.3566712368628941e-05,0.0,24.0
42,2101.0,0.0019652051851153374,0.001031629741191864,1.3381490134634078e-05,0.0,25,0.0012404804583638906,0.0006675851764157414,1.3853215932613239e-05,0.0,23,0.001602842821739614,0.0008496074588038027,1.3617353033623658e-05,0.0,24.0
43,2151.0,0.0019013440469279885,0.0010034143924713135,1.3478020264301449e-05,0.0,25,0.0011847643181681633,0.0006550289108417928,1.3849162314727437e-05,0.0,23,0.001543054182548076,0.0008292216516565531,1.3663591289514443e-05,0.0,24.0
44,2201.0,0.0019647253211587667,0.00097680336330086,1.3574684089689981e-05,0.0,25,0.0011313916184008121,0.000638200668618083,1.3839674465998542e-05,0.0,23,0.0015480584697797894,0.0008075020159594715,1.3707179277844261e-05,0.0,24.0
45,2251.0,0.001756417565047741,0.000951721565797925,1.366506694466807e-05,0.0,25,0.0010926199611276388,0.0006201885407790542,1.3808805306325667e-05,0.0,21,0.0014245187630876899,0.0007859550532884896,1.3736936125496868e-05,0.0,23.0
46,2301.0,0.0016863156342878938,0.0009232301963493228,1.3767550626653247e-05,0.0,24,0.0010399247985333204,0.0006101772887632251,1.3781471352558583e-05,0.0,21,0.001363120216410607,0.0007667037425562739,1.3774510989605915e-05,0.0,22.5
47,2351.0,0.00160796451382339,0.0009091696701943874,1.3873173884348944e-05,0.0,24,0.000978048425167799,0.0005965397576801479,1.3774421859125141e-05,0.0,21,0.0012930064694955945,0.0007528547139372677,1.3823797871737042e-05,0.0,22.5
48,2401.0,0.0015325022395700216,0.0008950951742008328,1.3975955880596302e-05,0.0,23,0.0009802464628592134,0.0005857950891368091,1.3764328286924865e-05,0.0,21,0.0012563743512146175,0.000740445131668821,1.3870142083760584e-05,0.0,22.0
49,2451.0,0.001476288540288806,0.0008819244103506207,1.4084639587963466e-05,0.0,23,0.0008825369877740741,0.0005759050254710019,1.3758674867858645e-05,0.0,21,0.00117941276403144,0.0007289147179108113,1.3921657227911055e-05,0.0,22.0
50,2501.0,0.0014052572660148144,0.0008734482107684016,1.420219905412523e-05,0.0,23,0.0008651006501168013,0.0005647290381602943,1.3750031030212995e-05,0.0,21,0.0011351789580658078,0.000719088624464348,1.3976115042169113e-05,0.0,22.0
51,2551.0,0.0013424409553408623,0.0008735213777981699,1.4340648704092018e-05,0.0,22,0.000809277466032654,0.0005545190069824457,1.3739700989390258e-05,0.0,21,0.0010758592106867582,0.0007140201923903078,1.4040174846741138e-05,0.0,21.5
52,2601.0,0.0013174081686884165,0.000860441941767931,1.4527486200677231e-05,0.0,21,0.0007896429160609841,0.0005475395009852946,1.3735053471464198e-05,0.0,20,0.0010535255423747003,0.0007039907213766128,1.4131269836070715e-05,0.0,20.5
53,2651.0,0.0012791738845407963,0.0008555044769309461,1.4710730283695739e-05,0.0,21,0.0007766697090119123,0.0005387917626649141,1.3738564121013042e-05,0.0,20,0.0010279217967763543,0.0006971481197979301,1.422464720235439e-05,0.0,20.5
54,2701.0,0.0012555199209600687,0.0008461640099994838,1.4850877050776035e-05,0.0,21,0.0007064317469485104,0.0005316416500136256,1.3743787349085324e-05,0.0,20,0.0009809758339542896,0.0006889028300065547,1.4297332199930679e-05,0.0,20.5
55,2751.0,0.0012307685101404786,0.000839060521684587,1.4933258171367925e-05,0.0,21,0.0006774633657187223,0.0005227039800956845,1.3750684047408868e-05,0.0,20,0.0009541159379296005,0.0006808822508901358,1.4341971109388396e-05,0.0,20.5
56,2801.0,0.0011976873502135277,0.0008261952316388488,1.4977104001445696e-05,0.0,20,0.0006425585015676916,0.0005160838481970131,1.37527522383607e-05,0.0,20,0.0009201229258906096,0.000671139539917931,1.4364928119903198e-05,0.0,20.0
57,2851.0,0.0011716624721884727,0.0008145211613737047,1.5023796549940016e-05,0.0,20,0.0006189332343637943,0.0005071208579465747,1.3756678526988253e-05,0.0,20,0.0008952978532761335,0.0006608210096601397,1.4390237538464135e-05,0.0,20.0
58,2901.0,0.0011645351769402623,0.0008048467570915818,1.505284399172524e-05,0.0,20,0.0006031058728694916,0.0005016941577196121,1.3754924111708533e-05,0.0,20,0.000883820524904877,0.000653270457405597,1.4403884051716886e-05,0.0,20.0
59,2951.0,0.0011438596993684769,0.0007955560577102005,1.5073377653607167e-05,0.0,20,0.0005924225552007556,0.0004954495816491544,1.3758830391452648e-05,0.0,19,0.0008681411272846162,0.0006455028196796775,1.4416104022529908e-05,0.0,19.5
60,3001.0,0.001133484416641295,0.0007849703542888165,1.5088298823684454e-05,0.0,20,0.00055006641196087,0.000488228106405586,1.3760505680693313e-05,0.0,19,0.0008417754143010825,0.0006365992303472012,1.4424402252188884e-05,0.0,19.5
61,3051.0,0.0011290216352790594,0.000774516724050045,1.509759749751538e-05,0.0,20,0.0005346600082702935,0.0004819523892365396,1.375988813379081e-05,0.0,18,0.0008318408217746764,0.0006282345566432923,1.4428742815653095e-05,0.0,19.0
62,3101.0,0.0010751888621598482,0.0007611138862557709,1.5105599231901579e-05,0.0,20,0.0005200571613386273,0.0004730863147415221,1.3777882486465387e-05,0.0,18,0.0007976230117492378,0.0006171001004986465,1.4441740859183483e-05,0.0,19.0
63,3151.0,0.00110535672865808,0.0007525561959482729,1.511152458988363e-05,0.0,20,0.0005036407383158803,0.00046915895654819906,1.3784533621219452e-05,0.0,18,0.0008044987334869802,0.000610857576248236,1.4448029105551541e-05,0.0,19.0
64,3201.0,0.00104446429759264,0.0007399613969027996,1.5115867427084595e-05,0.0,20,0.000504197902046144,0.00046144603402353823,1.3796573512081522e-05,0.0,18,0.000774331099819392,0.0006007037154631689,1.4456220469583059e-05,0.0,19.0
65,3251.0,0.001035122899338603,0.000729149382095784,1.511872233095346e-05,0.0,20,0.0006145596271380782,0.00045808765571564436,1.3809380106977187e-05,0.0,18,0.0008248412632383406,0.0005936185189057142,1.4464051218965324e-05,0.0,19.0
66,3301.0,0.0010358570143580437,0.0007207166636362672,1.5120940588531084e-05,0.0,20,0.0004640189581550658,0.000450552674010396,1.3814613339491189e-05,0.0,18,0.0007499379862565547,0.0005856346688233316,1.4467776964011136e-05,0.0,19.0
67,3351.0,0.0009974143467843533,0.0007115985499694943,1.5123592675081454e-05,0.0,20,0.0006092380499467254,0.00044665593304671347,1.3815766578773037e-05,0.0,18,0.0008033261983655393,0.0005791272415081039,1.4469679626927245e-05,0.0,19.0
68,3401.0,0.000982338679023087,0.0007030782289803028,1.5126720427360851e-05,0.0,20,0.00044342479668557644,0.00043871058733202517,1.38192363010603e-05,0.0,18,0.0007128817378543317,0.000570894408156164,1.4472978364210576e-05,0.0,19.0
69,3451.0,0.0009556245640851557,0.0006938226288184524,1.512882772658486e-05,0.0,20,0.00044270712533034384,0.0004354092525318265,1.3815364582114853e-05,0.0,18,0.0006991658447077498,0.0005646159406751394,1.4472096154349856e-05,0.0,19.0
70,3501.0,0.0009981580078601837,0.0006871387595310807,1.5132758562685922e-05,0.0,20,0.0004260205605532974,0.0004291771329008043,1.3813278201268986e-05,0.0,18,0.0007120892842067406,0.0005581579462159425,1.4473018381977454e-05,0.0,19.0
71,3551.0,0.0009293489856645465,0.0006750046741217375,1.5133427041291725e-05,0.0,20,0.00041748894727788866,0.00042439880780875683,1.3807658433506731e-05,0.0,18,0.0006734189664712176,0.0005497017409652472,1.4470542737399228e-05,0.0,19.0
72,3601.0,0.0009005045867525041,0.000667656073346734,1.5134305613173638e-05,0.0,20,0.0004189181490801275,0.0004187863087281585,1.379452533001313e-05,0.0,18,0.0006597113679163158,0.0005432211910374463,1.4464415471593384e-05,0.0,19.0
73,3651.0,0.0008794196764938533,0.0006609668489545584,1.5139034985622857e-05,0.0,20,0.00041483278619125485,0.00041483150562271476,1.3801017303194385e-05,0.0,17,0.0006471262313425541,0.0005378991772886366,1.4470026144408621e-05,0.0,18.5
74,3701.0,0.0008785064565017819,0.0006522330222651362,1.51399290189147e-05,0.0,20,0.0003943535266444087,0.0004098971839994192,1.3810287782689556e-05,0.0,17,0.0006364299915730953,0.0005310651031322777,1.4475108400802128e-05,0.0,18.5
75,3751.0,0.0008749410626478493,0.0006442134617827833,1.5142385564104188e-05,0.0,20,0.0003882667515426874,0.0004061928193550557,1.3822293112752959e-05,0.0,17,0.0006316039070952684,0.0005252031405689195,1.4482339338428574e-05,0.0,18.5
76,3801.0,0.0008134057279676199,0.0006367224268615246,1.514557698101271e-05,0.0,20,0.0003926131466869265,0.0004036750178784132,1.3829348972649314e-05,0.0,17,0.0006030094373272732,0.0005201987223699689,1.4487462976831011e-05,0.0,18.5
77,3851.0,0.0008032354526221752,0.0006324659334495664,1.5147388694458641e-05,0.0,20,0.00042804089025594294,0.00039828079752624035,1.384182814945234e-05,0.0,17,0.0006156381714390591,0.0005153733654879034,1.449460842195549e-05,0.0,18.5
78,3901.0,0.0007805608329363167,0.0006237577763386071,1.5159252143348567e-05,0.0,19,0.0003674035833682865,0.00039436540100723505,1.3845030480297282e-05,0.0,17,0.0005739822081523016,0.0005090615886729211,1.4502141311822925e-05,0.0,18.0
79,3951.0,0.0007707267068326473,0.000618013902567327,1.5190882550086826e-05,0.0,19,0.0004488237318582833,0.0003907709033228457,1.3853707059752196e-05,0.0,17,0.0006097752193454653,0.0005043924029450864,1.4522294804919511e-05,0.0,18.0
80,4001.0,0.0007342398166656494,0.0006136186420917511,1.522338243375998e-05,0.0,19,0.00035605370067059994,0.00038717297138646245,1.385376526741311e-05,0.0,17,0.0005451467586681247,0.0005003958067391068,1.4538573850586545e-05,0.0,18.0
81,4051.0,0.0007473081350326538,0.0006083875196054578,1.5259052815963514e-05,0.0,19,0.0004009160620626062,0.00038506032433360815,1.3858529200660996e-05,0.0,17,0.00057411209854763,0.000496723921969533,1.4558791008312255e-05,0.0,18.0
82,4101.0,0.0007275724783539772,0.0006012243102304637,1.529241126263514e-05,0.0,18,0.00034530513221397996,0.0003801229759119451,1.3861717889085412e-05,0.0,16,0.0005364388052839786,0.0004906736430712044,1.4577064575860277e-05,0.0,17.0
83,4151.0,0.000703304773196578,0.0005966962780803442,1.535070623503998e-05,0.0,18,0.000342469458701089,0.00037738680839538574,1.3880337064620107e-05,0.0,16,0.0005228871159488335,0.00048704154323786497,1.4615521649830043e-05,0.0,17.0
84,4201.0,0.0007256286917254329,0.0005929679609835148,1.5407418686663732e-05,0.0,18,0.000346444925526157,0.00037327827885746956,1.3902618775318842e-05,0.0,16,0.000536036808625795,0.00048312311992049217,1.4655018730991287e-05,0.0,17.0
85,4251.0,0.0006957720615901053,0.000587786955293268,1.545651684864424e-05,0.0,18,0.0003327016020193696,0.00036916782846674323,1.3929364286013879e-05,0.0,16,0.0005142368318047374,0.0004784773918800056,1.469294056732906e-05,0.0,17.0
86,4301.0,0.0007128791767172515,0.0005830314476042986,1.550436718389392e-05,0.0,18,0.0003546293010003865,0.0003651550505310297,1.3966379810881335e-05,0.0,16,0.000533754238858819,0.00047409324906766415,1.4735373497387627e-05,0.0,17.0
87,4351.0,0.0006728399312123656,0.0005800278740935028,1.5550127500318922e-05,0.0,18,0.0003245346015319228,0.0003632355947047472,1.399485790898325e-05,0.0,16,0.0004986872663721442,0.000471631734399125,1.4772492704651086e-05,0.0,17.0
88,4401.0,0.0007333855028264225,0.0005784629611298442,1.5599283869960345e-05,0.0,18,0.0003327556187286973,0.0003604029188863933,1.4030624697625171e-05,0.0,16,0.0005330705607775599,0.00046943294000811875,1.4814954283792758e-05,0.0,17.0
89,4451.0,0.000671399524435401,0.0005750448908656836,1.5642255675629713e-05,0.0,18,0.00031384971225634217,0.00035744754131883383,1.406943647452863e-05,0.0,16,0.0004926246183458716,0.0004662462160922587,1.4855846075079171e-05,0.0,17.0
90,4501.0,0.0006761490367352962,0.0005718073807656765,1.5692217857576907e-05,0.0,18,0.0003077336587011814,0.0003546566586010158,1.4098524843575433e-05,0.0,16,0.0004919413477182388,0.00046323201968334615,1.489537135057617e-05,0.0,17.0
91,4551.0,0.0006826214957982302,0.0005689723184332252,1.5731362509541214e-05,0.0,17,0.00030096055706962943,0.00035237977863289416,1.4138252481643576e-05,0.0,16,0.0004917910264339298,0.00046067604853305966,1.4934807495592395e-05,0.0,16.5
92,4601.0,0.0006910631200298667,0.0005664683412760496,1.5785752111696638e-05,0.0,17,0.0003053775290027261,0.0003502207691781223,1.41664277180098e-05,0.0,16,0.0004982203245162964,0.00045834455522708595,1.4976089914853219e-05,0.0,16.5
93,4651.0,0.0006589004187844694,0.0005645628552883863,1.5831581549718976e-05,0.0,17,0.00030238775070756674,0.0003466371272224933,1.4204295439412817e-05,0.0,16,0.00048064408474601805,0.0004555999912554398,1.5017938494565897e-05,0.0,16.5
94,4701.0,0.0006604845402762294,0.0005647649522870779,1.588198938407004e-05,0.0,17,0.0003013027599081397,0.0003440462751314044,1.4236955394153483e-05,0.0,16,0.00048089365009218454,0.00045440561370924115,1.5059472389111761e-05,0.0,16.5
95,4751.0,0.0006608844851143658,0.0005589589709416032,1.5929326764307916e-05,0.0,17,0.00033317197812721133,0.0003424078749958426,1.4273951819632202e-05,0.0,15,0.0004970282316207886,0.0004506834229687229,1.510163929197006e-05,0.0,16.0
96,4801.0,0.0006537330918945372,0.0005592345260083675,1.597966365807224e-05,0.0,17,0.00027875666273757815,0.00034010448143817484,1.4293850654212292e-05,0.0,15,0.0004662448773160577,0.0004496695037232712,1.5136757156142266e-05,0.0,16.0
97,4851.0,0.000649267400149256,0.0005590199143625796,1.602514021215029e-05,0.0,17,0.0003392979269847274,0.0003384650335647166,1.4325873053167015e-05,0.0,15,0.0004942826635669917,0.0004487424739636481,1.5175506632658653e-05,0.0,16.0
98,4901.0,0.0006609582342207432,0.0005562121514230967,1.607203739695251e-05,0.0,17,0.00027414242504164577,0.0003339714603498578,1.4349911907629576e-05,0.0,14,0.00046755032963119447,0.00044509180588647723,1.5210974652291043e-05,0.0,15.5
99,4951.0,0.0006486829370260239,0.000554397760424763,1.6119691281346604e-05,0.0,17,0.00031991751166060567,0.00033329962752759457,1.4409324649022892e-05,0.0,14,0.00048430022434331477,0.00044384869397617877,1.5264507965184748e-05,0.0,15.5
100,5001.0,0.000654866686090827,0.0005559086566790938,1.61717071023304e-05,0.0,17,0.00027629989199340343,0.00033176783472299576,1.4457733414019458e-05,0.0,14,0.0004655832890421152,0.0004438382457010448,1.531472025817493e-05,0.0,15.5
101,5051.0,0.0006512358668260276,0.0005536277312785387,1.6219959434238262e-05,0.0,17,0.00032683034078218043,0.000331234245095402,1.4498428754450288e-05,0.0,14,0.000489033103804104,0.00044243098818697035,1.5359194094344275e-05,0.0,15.5
102,5101.0,0.0006488516228273511,0.0005513624055311084,1.62678406923078e-05,0.0,17,0.00027093180688098073,0.0003276956267654896,1.4533012290485203e-05,0.0,14,0.0004598917148541659,0.000439529016148299,1.54004264913965e-05,0.0,15.5
103,5151.0,0.0006398356053978205,0.0005514301592484117,1.6314699678332545e-05,0.0,17,0.00026141965645365417,0.00032523472327739,1.4567947800969705e-05,0.0,14,0.0004506276309257373,0.00043833244126290083,1.5441323739651125e-05,0.0,15.5
104,5201.0,0.0006456171977333724,0.0005503720603883266,1.636383058212232e-05,0.0,17,0.00027717635384760797,0.00032438087509945035,1.460333623981569e-05,0.0,14,0.0004613967757904902,0.0004373764677438885,1.5483583410969004e-05,0.0,15.5
105,5251.0,0.0006387080065906048,0.0005479397950693965,1.6409901945735328e-05,0.0,17,0.00026848926790989935,0.00032198202097788453,1.4642981113865972e-05,0.0,14,0.00045359863725025207,0.0004349609080236405,1.552644152980065e-05,0.0,15.5
106,5301.0,0.0006335553480312228,0.0005464986898005009,1.6455185686936602e-05,0.0,17,0.000253333622822538,0.0003196173347532749,1.4678173101856373e-05,0.0,14,0.0004434444854268804,0.0004330580122768879,1.5566679394396488e-05,0.0,15.5
107,5351.0,0.0006382812862284482,0.0005455288337543607,1.6499559933436103e-05,0.0,17,0.0002730857231654227,0.00031824689358472824,1.4718274542246945e-05,0.0,14,0.0004556835046969354,0.00043188786366954446,1.5608917237841524e-05,0.0,15.5
108,5401.0,0.0006386673776432872,0.0005440688692033291,1.654422521824017e-05,0.0,17,0.00024977693101391196,0.000316129153361544,1.4752775314264e-05,0.0,14,0.00044422215432859957,0.00043009901128243655,1.5648500266252086e-05,0.0,15.5
109,5451.0,0.0006510800449177623,0.0005422105896286666,1.658745895838365e-05,0.0,17,0.00028707485762424767,0.00031892856350168586,1.47955079228268e-05,0.0,14,0.000469077451271005,0.00043056957656517625,1.5691483440605225e-05,0.0,15.5
110,5501.0,0.0006267706630751491,0.000541428045835346,1.6631091057206504e-05,0.0,17,0.0002473552303854376,0.00031246175058186054,1.4828117855358869e-05,0.0,14,0.00043706294673029333,0.00042694489820860326,1.5729604456282686e-05,0.0,15.5
111,5551.0,0.0006298632360994816,0.000540684734005481,1.667590368015226e-05,0.0,17,0.00024921639123931527,0.00031069593387655914,1.4866549463476986e-05,0.0,14,0.0004395398136693984,0.00042569033394102007,1.5771226571814623e-05,0.0,15.5
112,5601.0,0.000633706571534276,0.0005367491976357996,1.6719182895030826e-05,0.0,17,0.00024342068354599178,0.00030953073292039335,1.4900067981216125e-05,0.0,14,0.0004385636275401339,0.0004231399652780965,1.5809625438123476e-05,0.0,15.5
113,5651.0,0.000630502006970346,0.000533824204467237,1.676115789450705e-05,0.0,17,0.00025098994956351817,0.0003083396004512906,1.4941798326617572e-05,0.0,14,0.00044074597826693207,0.0004210819024592638,1.585147811056231e-05,0.0,15.5
